date,sector,sentiment,sentiment_aligned,n_stocks
2020-04-03,Comm,-0.09556,0.21319476190476191,5
2020-04-06,Comm,0.21319476190476191,0.31779666666666667,5
2020-04-07,Comm,0.31779666666666667,0.2533263636363636,5
2020-04-08,Comm,0.2533263636363636,0.11384399999999999,5
2020-04-09,Comm,0.11384399999999999,-0.0028683333333333312,5
2020-04-13,Comm,-0.0028683333333333312,0.07171666666666668,5
2020-04-14,Comm,0.07171666666666668,0.22262228571428566,5
2020-04-15,Comm,0.22262228571428566,0.13729,5
2020-04-16,Comm,0.13729,0.248135,5
2020-04-17,Comm,0.248135,0.077486,5
2020-04-20,Comm,0.077486,0.057234999999999994,5
2020-04-21,Comm,0.057234999999999994,0.08243333333333333,5
2020-04-22,Comm,0.08243333333333333,0.1636464761904762,5
2020-04-23,Comm,0.1636464761904762,0.08730722222222223,5
2020-04-24,Comm,0.08730722222222223,0.015129090909090911,5
2020-04-27,Comm,0.015129090909090911,0.08147666666666667,5
2020-04-28,Comm,0.08147666666666667,0.13426050505050505,5
2020-04-29,Comm,0.13426050505050505,0.18466000000000002,5
2020-04-30,Comm,0.18466000000000002,0.06597583333333334,5
2020-05-01,Comm,0.06597583333333334,-0.07842833333333335,5
2020-05-04,Comm,-0.07842833333333335,0.07946711111111111,5
2020-05-05,Comm,0.07946711111111111,0.11926785714285715,5
2020-05-06,Comm,0.11926785714285715,-0.01728566666666668,5
2020-05-07,Comm,-0.01728566666666668,0.156832,5
2020-05-08,Comm,0.156832,0.18380200000000002,5
2020-05-11,Comm,0.18380200000000002,0.12894285714285714,5
2020-05-12,Comm,0.12894285714285714,0.075017,5
2020-05-13,Comm,0.075017,0.025479999999999996,5
2020-05-14,Comm,0.025479999999999996,0.1712533333333333,5
2020-05-15,Comm,0.1712533333333333,0.17504666666666668,5
2020-05-18,Comm,0.17504666666666668,0.1454511666666667,5
2020-05-19,Comm,0.1454511666666667,0.08390685714285714,5
2020-05-20,Comm,0.08390685714285714,0.06484609523809524,5
2020-05-21,Comm,0.06484609523809524,0.086415,5
2020-05-22,Comm,0.086415,-0.15977000000000002,5
2020-05-26,Comm,-0.15977000000000002,0.19349966666666668,5
2020-05-27,Comm,0.19349966666666668,0.20367083333333333,5
2020-05-28,Comm,0.20367083333333333,0.04726333333333333,5
2020-05-29,Comm,0.04726333333333333,0.09179400000000001,5
2020-06-01,Comm,0.09179400000000001,0.15972342857142857,5
2020-06-02,Comm,0.15972342857142857,0.17357666666666666,5
2020-06-03,Comm,0.17357666666666666,-0.06949000000000001,5
2020-06-04,Comm,-0.06949000000000001,0.13635,5
2020-06-05,Comm,0.13635,0.05946,5
2020-06-08,Comm,0.05946,0.1573975,5
2020-06-09,Comm,0.1573975,-0.07440999999999998,5
2020-06-10,Comm,-0.07440999999999998,-0.15966999999999998,5
2020-06-11,Comm,-0.15966999999999998,0.022160000000000003,5
2020-06-12,Comm,0.022160000000000003,-0.001811666666666667,5
2020-06-15,Comm,-0.001811666666666667,0.023173333333333317,5
2020-06-16,Comm,0.023173333333333317,0.09305,5
2020-06-17,Comm,0.09305,0.14213166666666668,5
2020-06-18,Comm,0.14213166666666668,0.015168999999999998,5
2020-06-19,Comm,0.015168999999999998,0.13021333333333332,5
2020-06-22,Comm,0.13021333333333332,0.14001666666666665,5
2020-06-23,Comm,0.14001666666666665,0.12241333333333333,5
2020-06-24,Comm,0.12241333333333333,0.10274121212121212,5
2020-06-25,Comm,0.10274121212121212,0.08696533333333334,5
2020-06-26,Comm,0.08696533333333334,0.24067333333333335,5
2020-06-29,Comm,0.24067333333333335,0.020961025641025643,5
2020-06-30,Comm,0.020961025641025643,0.11430761904761906,5
2020-07-01,Comm,0.11430761904761906,-0.005466666666666664,5
2020-07-02,Comm,-0.005466666666666664,0.04267833333333333,5
2020-07-06,Comm,0.04267833333333333,0.04434400000000001,5
2020-07-07,Comm,0.04434400000000001,0.08076000000000001,5
2020-07-08,Comm,0.08076000000000001,-0.10269500000000001,5
2020-07-09,Comm,-0.10269500000000001,0.034594999999999994,5
2020-07-10,Comm,0.034594999999999994,-0.011450000000000005,5
2020-07-13,Comm,-0.011450000000000005,0.021599999999999998,5
2020-07-14,Comm,0.021599999999999998,0.03231714285714286,5
2020-07-15,Comm,0.03231714285714286,0.06759333333333332,5
2020-07-16,Comm,0.06759333333333332,0.16243333333333335,5
2020-07-17,Comm,0.16243333333333335,0.036019999999999996,5
2020-07-20,Comm,0.036019999999999996,0.025556666666666672,5
2020-07-21,Comm,0.025556666666666672,0.17599666666666666,5
2020-07-22,Comm,0.17599666666666666,0.15954000000000002,5
2020-07-23,Comm,0.15954000000000002,-0.1304875,5
2020-07-24,Comm,-0.1304875,-0.004627499999999984,5
2020-07-27,Comm,-0.004627499999999984,0.05280000000000003,5
2020-07-28,Comm,0.05280000000000003,0.05001000000000002,5
2020-07-29,Comm,0.05001000000000002,-0.094745,5
2020-07-30,Comm,-0.094745,0.06398833333333334,5
2020-07-31,Comm,0.06398833333333334,0.09728999999999999,5
2020-08-03,Comm,0.09728999999999999,0.249764,5
2020-08-04,Comm,0.249764,0.08877538461538462,5
2020-08-05,Comm,0.08877538461538462,0.18969,5
2020-08-06,Comm,0.18969,0.13417809523809526,5
2020-08-07,Comm,0.13417809523809526,0.11544512820512823,5
2020-08-10,Comm,0.11544512820512823,0.23690333333333333,5
2020-08-11,Comm,0.23690333333333333,0.22663000000000003,5
2020-08-12,Comm,0.22663000000000003,0.13660333333333333,5
2020-08-13,Comm,0.13660333333333333,0.11237333333333335,5
2020-08-14,Comm,0.11237333333333335,-0.06364,5
2020-08-17,Comm,-0.06364,0.12658666666666668,5
2020-08-18,Comm,0.12658666666666668,0.12132666666666667,5
2020-08-19,Comm,0.12132666666666667,0.12132666666666667,5
2020-08-20,Comm,0.12132666666666667,0.0932,5
2020-08-21,Comm,0.0932,0.12368666666666668,5
2020-08-24,Comm,0.12368666666666668,0.01114,5
2020-08-25,Comm,0.01114,0.0075766666666666595,5
2020-08-26,Comm,0.0075766666666666595,0.098772,5
2020-08-27,Comm,0.098772,0.11682,5
2020-08-28,Comm,0.11682,0.16213166666666667,5
2020-08-31,Comm,0.16213166666666667,0.15215166666666666,5
2020-09-01,Comm,0.15215166666666666,0.136055,5
2020-09-02,Comm,0.136055,0.2752833333333333,5
2020-09-03,Comm,0.2752833333333333,0.15649857142857143,5
2020-09-04,Comm,0.15649857142857143,0.14909666666666668,5
2020-09-08,Comm,0.14909666666666668,0.171756,5
2020-09-09,Comm,0.171756,0.22763999999999998,5
2020-09-10,Comm,0.22763999999999998,0.20042,5
2020-09-11,Comm,0.20042,0.10828,5
2020-09-14,Comm,0.10828,0.05931166666666667,5
2020-09-15,Comm,0.05931166666666667,0.06895333333333334,5
2020-09-16,Comm,0.06895333333333334,0.08873,5
2020-09-17,Comm,0.08873,0.19130666666666668,5
2020-09-18,Comm,0.19130666666666668,0.067985,5
2020-09-21,Comm,0.067985,0.0836375,5
2020-09-22,Comm,0.0836375,0.18247,5
2020-09-23,Comm,0.18247,0.15525,5
2020-09-24,Comm,0.15525,0.131078,5
2020-09-25,Comm,0.131078,-0.04554199999999999,5
2020-09-28,Comm,-0.04554199999999999,0.15422550000000002,5
2020-09-29,Comm,0.15422550000000002,0.1110975,5
2020-09-30,Comm,0.1110975,0.11565999999999999,5
2020-10-01,Comm,0.11565999999999999,0.0007366666666666674,5
2020-10-02,Comm,0.0007366666666666674,-0.2101,5
2020-10-05,Comm,-0.2101,0.07105750000000001,5
2020-10-06,Comm,0.07105750000000001,0.05559000000000001,5
2020-10-07,Comm,0.05559000000000001,0.22238000000000002,5
2020-10-08,Comm,0.22238000000000002,-0.016493999999999988,5
2020-10-09,Comm,-0.016493999999999988,0.13680785714285715,5
2020-10-12,Comm,0.13680785714285715,0.0014978787878787898,5
2020-10-13,Comm,0.0014978787878787898,-0.047831428571428566,5
2020-10-14,Comm,-0.047831428571428566,0.22808200000000003,5
2020-10-15,Comm,0.22808200000000003,0.2973833333333334,5
2020-10-16,Comm,0.2973833333333334,0.20124499999999998,5
2020-10-19,Comm,0.20124499999999998,0.2748366666666667,5
2020-10-20,Comm,0.2748366666666667,0.21496999999999997,5
2020-10-21,Comm,0.21496999999999997,0.21910666666666664,5
2020-10-22,Comm,0.21910666666666664,0.09438333333333333,5
2020-10-23,Comm,0.09438333333333333,0.2264525,5
2020-10-26,Comm,0.2264525,0.2219925714285714,5
2020-10-27,Comm,0.2219925714285714,0.12988400000000003,5
2020-10-28,Comm,0.12988400000000003,0.16431800000000002,5
2020-10-29,Comm,0.16431800000000002,0.16944399999999998,5
2020-10-30,Comm,0.16944399999999998,0.22373999999999997,5
2020-11-02,Comm,0.22373999999999997,0.06413833333333332,5
2020-11-03,Comm,0.06413833333333332,-0.06955933333333333,5
2020-11-04,Comm,-0.06955933333333333,0.08431599999999999,5
2020-11-05,Comm,0.08431599999999999,-0.031196999999999996,5
2020-11-06,Comm,-0.031196999999999996,0.09671144607843138,5
2020-11-09,Comm,0.09671144607843138,0.20570857142857144,5
2020-11-10,Comm,0.20570857142857144,0.013265000000000016,5
2020-11-11,Comm,0.013265000000000016,-0.023635000000000007,5
2020-11-12,Comm,-0.023635000000000007,0.15018,5
2020-11-13,Comm,0.15018,0.223765,5
2020-11-16,Comm,0.223765,0.125346,5
2020-11-17,Comm,0.125346,0.115872,5
2020-11-18,Comm,0.115872,0.008979999999999998,5
2020-11-19,Comm,0.008979999999999998,0.05228714285714285,5
2020-11-20,Comm,0.05228714285714285,-0.0900825,5
2020-11-23,Comm,-0.0900825,0.03452666666666667,5
2020-11-24,Comm,0.03452666666666667,0.14435333333333333,5
2020-11-25,Comm,0.14435333333333333,0.16753200000000001,5
2020-11-27,Comm,0.16753200000000001,0.34934000000000004,5
2020-11-30,Comm,0.34934000000000004,0.32538666666666666,5
2020-12-01,Comm,0.32538666666666666,0.21305999999999997,5
2020-12-02,Comm,0.21305999999999997,0.07024,5
2020-12-03,Comm,0.07024,0.19685428571428573,5
2020-12-04,Comm,0.19685428571428573,0.26953,5
2020-12-07,Comm,0.26953,0.1645222222222222,5
2020-12-08,Comm,0.1645222222222222,0.1861418181818182,5
2020-12-09,Comm,0.1861418181818182,0.334375,5
2020-12-10,Comm,0.334375,0.2286975,5
2020-12-11,Comm,0.2286975,0.13661142857142855,5
2020-12-14,Comm,0.13661142857142855,0.0482675,5
2020-12-15,Comm,0.0482675,0.1282575,5
2020-12-16,Comm,0.1282575,0.08992178571428573,5
2020-12-17,Comm,0.08992178571428573,0.09116428571428573,5
2020-12-18,Comm,0.09116428571428573,0.1403835,5
2020-12-21,Comm,0.1403835,0.062107333333333334,5
2020-12-22,Comm,0.062107333333333334,0.0025566666666666698,5
2020-12-23,Comm,0.0025566666666666698,0.03396166666666667,5
2020-12-24,Comm,0.03396166666666667,0.023236666666666666,5
2020-12-28,Comm,0.023236666666666666,0.17931,5
2020-12-29,Comm,0.17931,0.21597999999999998,5
2020-12-30,Comm,0.21597999999999998,0.26442,5
2020-12-31,Comm,0.26442,0.2359990476190476,5
2021-01-04,Comm,0.2359990476190476,0.19355333333333333,5
2021-01-05,Comm,0.19355333333333333,0.06041166666666666,5
2021-01-06,Comm,0.06041166666666666,0.11120171428571428,5
2021-01-07,Comm,0.11120171428571428,0.16188000000000002,5
2021-01-08,Comm,0.16188000000000002,0.06883,5
2021-01-11,Comm,0.06883,0.21936999999999998,5
2021-01-12,Comm,0.21936999999999998,0.075815,5
2021-01-13,Comm,0.075815,-0.04493,5
2021-01-14,Comm,-0.04493,0.006122,5
2021-01-15,Comm,0.006122,0.01213333333333333,5
2021-01-19,Comm,0.01213333333333333,0.08876599999999998,5
2021-01-20,Comm,0.08876599999999998,-0.2,5
2021-01-21,Comm,-0.2,-0.18371466666666667,5
2021-01-22,Comm,-0.18371466666666667,-0.06190500000000001,5
2021-01-25,Comm,-0.06190500000000001,0.0754752380952381,5
2021-01-26,Comm,0.0754752380952381,-0.08972142857142856,5
2021-01-27,Comm,-0.08972142857142856,-0.022482,5
2021-01-28,Comm,-0.022482,0.18308833333333333,5
2021-01-29,Comm,0.18308833333333333,0.05877666666666666,5
2021-02-01,Comm,0.05877666666666666,0.4694533333333334,5
2021-02-02,Comm,0.4694533333333334,0.12638333333333335,5
2021-02-03,Comm,0.12638333333333335,0.08967333333333333,5
2021-02-04,Comm,0.08967333333333333,-0.023813333333333343,5
2021-02-05,Comm,-0.023813333333333343,0.03077000000000001,5
2021-02-08,Comm,0.03077000000000001,-0.00798833333333333,5
2021-02-09,Comm,-0.00798833333333333,0.03059095238095238,5
2021-02-10,Comm,0.03059095238095238,-0.0066810476190476255,5
2021-02-11,Comm,-0.0066810476190476255,0.120215,5
2021-02-12,Comm,0.120215,0.19704000000000002,5
2021-02-16,Comm,0.19704000000000002,0.10841757575757578,5
2021-02-17,Comm,0.10841757575757578,0.07452666666666667,5
2021-02-18,Comm,0.07452666666666667,0.1707,5
2021-02-19,Comm,0.1707,0.18639999999999998,5
2021-02-22,Comm,0.18639999999999998,0.147552,5
2021-02-23,Comm,0.147552,0.26206666666666667,5
2021-02-24,Comm,0.26206666666666667,-0.019178571428571423,5
2021-02-25,Comm,-0.019178571428571423,-0.049088888888888876,5
2021-02-26,Comm,-0.049088888888888876,-0.00769666666666666,5
2021-03-01,Comm,-0.00769666666666666,0.016930000000000004,5
2021-03-02,Comm,0.016930000000000004,0.16122,5
2021-03-03,Comm,0.16122,0.056625999999999996,5
2021-03-04,Comm,0.056625999999999996,0.154,5
2021-03-05,Comm,0.154,0.10985733333333333,5
2021-03-08,Comm,0.10985733333333333,-0.068966,5
2021-03-09,Comm,-0.068966,0.195184,5
2021-03-10,Comm,0.195184,0.1099375,5
2021-03-11,Comm,0.1099375,0.13156600000000002,5
2021-03-12,Comm,0.13156600000000002,0.15660857142857143,5
2021-03-15,Comm,0.15660857142857143,0.08673833333333333,5
2021-03-16,Comm,0.08673833333333333,0.10238133333333335,5
2021-03-17,Comm,0.10238133333333335,0.1295,5
2021-03-18,Comm,0.1295,-0.007813333333333321,5
2021-03-19,Comm,-0.007813333333333321,0.11760666666666668,5
2021-03-22,Comm,0.11760666666666668,0.056714999999999995,5
2021-03-23,Comm,0.056714999999999995,0.08136399999999999,5
2021-03-24,Comm,0.08136399999999999,0.18495,5
2021-03-25,Comm,0.18495,-0.002475999999999998,5
2021-03-26,Comm,-0.002475999999999998,0.025659999999999995,5
2021-03-29,Comm,0.025659999999999995,0.11906777777777777,5
2021-03-30,Comm,0.11906777777777777,0.12869,5
2021-03-31,Comm,0.12869,0.02023,5
2021-04-01,Comm,0.02023,0.06819,5
2021-04-05,Comm,0.06819,0.344484,5
2021-04-06,Comm,0.344484,0.2324809523809524,5
2021-04-07,Comm,0.2324809523809524,0.15944000000000003,5
2021-04-08,Comm,0.15944000000000003,0.23076666666666665,5
2021-04-09,Comm,0.23076666666666665,0.122094,5
2021-04-12,Comm,0.122094,-0.02026,5
2021-04-13,Comm,-0.02026,0.277324,5
2021-04-14,Comm,0.277324,0.16172,5
2021-04-15,Comm,0.16172,0.17260999999999999,5
2021-04-16,Comm,0.17260999999999999,0.17172,5
2021-04-19,Comm,0.17172,0.0013050000000000006,5
2021-04-20,Comm,0.0013050000000000006,0.0028971428571428538,5
2021-04-21,Comm,0.0028971428571428538,0.0029355555555555636,5
2021-04-22,Comm,0.0029355555555555636,0.0886721212121212,5
2021-04-23,Comm,0.0886721212121212,0.20769433333333334,5
2021-04-26,Comm,0.20769433333333334,0.03106333333333335,5
2021-04-27,Comm,0.03106333333333335,0.031104444444444445,5
2021-04-28,Comm,0.031104444444444445,0.21570666666666666,5
2021-04-29,Comm,0.21570666666666666,0.24272100000000002,5
2021-04-30,Comm,0.24272100000000002,0.2264266666666667,5
2021-05-03,Comm,0.2264266666666667,0.15644666666666668,5
2021-05-04,Comm,0.15644666666666668,0.302596,5
2021-05-05,Comm,0.302596,0.232668,5
2021-05-06,Comm,0.232668,0.22630133333333333,5
2021-05-07,Comm,0.22630133333333333,0.32683999999999996,5
2021-05-10,Comm,0.32683999999999996,-0.11144033333333334,5
2021-05-11,Comm,-0.11144033333333334,0.20482,5
2021-05-12,Comm,0.20482,0.08715,5
2021-05-13,Comm,0.08715,0.08715,5
2021-05-14,Comm,0.08715,0.025,5
2021-05-17,Comm,0.025,0.009774358974358983,5
2021-05-18,Comm,0.009774358974358983,0.005265666666666663,5
2021-05-19,Comm,0.005265666666666663,0.014016,5
2021-05-20,Comm,0.014016,0.109577,5
2021-05-21,Comm,0.109577,0.21222285714285713,5
2021-05-24,Comm,0.21222285714285713,-0.015649999999999987,5
2021-05-25,Comm,-0.015649999999999987,0.29361,5
2021-05-26,Comm,0.29361,0.23640857142857144,5
2021-05-27,Comm,0.23640857142857144,0.118326,5
2021-05-28,Comm,0.118326,0.4100036666666667,5
2021-06-01,Comm,0.4100036666666667,0.43561466666666665,5
2021-06-02,Comm,0.43561466666666665,0.12601,5
2021-06-03,Comm,0.12601,0.03159333333333334,5
2021-06-04,Comm,0.03159333333333334,0.295435,5
2021-06-07,Comm,0.295435,0.2696711111111111,5
2021-06-08,Comm,0.2696711111111111,0.36702666666666667,5
2021-06-09,Comm,0.36702666666666667,0.29006,5
2021-06-10,Comm,0.29006,0.06415371428571429,5
2021-06-11,Comm,0.06415371428571429,0.055872380952380965,5
2021-06-14,Comm,0.055872380952380965,0.0021466666666666743,5
2021-06-15,Comm,0.0021466666666666743,0.09738,5
2021-06-16,Comm,0.09738,0.22462,5
2021-06-17,Comm,0.22462,0.33214333333333335,5
2021-06-18,Comm,0.33214333333333335,0.14004,5
2021-06-21,Comm,0.14004,0.21744,5
2021-06-22,Comm,0.21744,0.06438000000000002,5
2021-06-23,Comm,0.06438000000000002,0.12380733333333334,5
2021-06-24,Comm,0.12380733333333334,0.01747333333333333,5
2021-06-25,Comm,0.01747333333333333,0.10543666666666666,5
2021-06-28,Comm,0.10543666666666666,0.32045599999999996,5
2021-06-29,Comm,0.32045599999999996,0.344036,5
2021-06-30,Comm,0.344036,0.2514045454545455,5
2021-07-01,Comm,0.2514045454545455,0.21166000000000001,5
2021-07-02,Comm,0.21166000000000001,0.0216,5
2021-07-06,Comm,0.0216,0.08536,5
2021-07-07,Comm,0.08536,0.07236400000000001,5
2021-07-08,Comm,0.07236400000000001,0.16462,5
2021-07-09,Comm,0.16462,0.26493333333333335,5
2021-07-12,Comm,0.26493333333333335,0.09792500000000001,5
2021-07-13,Comm,0.09792500000000001,0.11024,5
2021-07-14,Comm,0.11024,0.02266666666666667,5
2021-07-15,Comm,0.02266666666666667,0.05035333333333334,5
2021-07-16,Comm,0.05035333333333334,0.011308000000000002,5
2021-07-19,Comm,0.011308000000000002,0.27175666666666665,5
2021-07-20,Comm,0.27175666666666665,0.321286,5
2021-07-21,Comm,0.321286,0.03065,5
2021-07-22,Comm,0.03065,0.1972025,5
2021-07-23,Comm,0.1972025,0.10828666666666667,5
2021-07-26,Comm,0.10828666666666667,0.10838533333333333,5
2021-07-27,Comm,0.10838533333333333,0.10266333333333333,5
2021-07-28,Comm,0.10266333333333333,0.04188666666666667,5
2021-07-29,Comm,0.04188666666666667,0.13379309523809524,5
2021-07-30,Comm,0.13379309523809524,0.06667000000000001,5
2021-08-02,Comm,0.06667000000000001,0.06708583333333333,5
2021-08-03,Comm,0.06708583333333333,0.13033333333333333,5
2021-08-04,Comm,0.13033333333333333,0.10520999999999998,5
2021-08-05,Comm,0.10520999999999998,0.07657,5
2021-08-06,Comm,0.07657,0.17979999999999996,5
2021-08-09,Comm,0.17979999999999996,0.14785666666666666,5
2021-08-10,Comm,0.14785666666666666,0.05222333333333333,5
2021-08-11,Comm,0.05222333333333333,0.027790000000000002,5
2021-08-12,Comm,0.027790000000000002,0.2460316666666667,5
2021-08-13,Comm,0.2460316666666667,0.23788333333333336,5
2021-08-16,Comm,0.23788333333333336,0.08180261904761907,5
2021-08-17,Comm,0.08180261904761907,0.10211428571428574,5
2021-08-18,Comm,0.10211428571428574,-0.056956428571428575,5
2021-08-19,Comm,-0.056956428571428575,-0.036111,5
2021-08-20,Comm,-0.036111,0.025140000000000003,5
2021-08-23,Comm,0.025140000000000003,0.21510166666666666,5
2021-08-24,Comm,0.21510166666666666,0.3282,5
2021-08-25,Comm,0.3282,0.3467866666666667,5
2021-08-26,Comm,0.3467866666666667,0.29781,5
2021-08-27,Comm,0.29781,0.43975,5
2021-08-30,Comm,0.43975,0.181382,5
2021-08-31,Comm,0.181382,0.12099866666666666,5
2021-09-01,Comm,0.12099866666666666,0.12099866666666666,5
2021-09-02,Comm,0.12099866666666666,0.040642,5
2021-09-03,Comm,0.040642,0.18952666666666668,5
2021-09-07,Comm,0.18952666666666668,0.2688400000000001,5
2021-09-08,Comm,0.2688400000000001,0.25418166666666664,5
2021-09-09,Comm,0.25418166666666664,-0.08516685714285713,5
2021-09-10,Comm,-0.08516685714285713,0.16050999999999999,5
2021-09-13,Comm,0.16050999999999999,0.23660714285714288,5
2021-09-14,Comm,0.23660714285714288,0.12824333333333332,5
2021-09-15,Comm,0.12824333333333332,0.09563433333333334,5
2021-09-16,Comm,0.09563433333333334,0.08634,5
2021-09-17,Comm,0.08634,0.08275009523809525,5
2021-09-20,Comm,0.08275009523809525,0.3034075757575757,5
2021-09-21,Comm,0.3034075757575757,0.22721333333333335,5
2021-09-22,Comm,0.22721333333333335,0.15978399999999998,5
2021-09-23,Comm,0.15978399999999998,0.09025999999999999,5
2021-09-24,Comm,0.09025999999999999,-0.02844,5
2021-09-27,Comm,-0.02844,0.18226333333333336,5
2021-09-28,Comm,0.18226333333333336,0.059643000000000015,5
2021-09-29,Comm,0.059643000000000015,-0.13458,5
2021-09-30,Comm,-0.13458,0.10342666666666667,5
2021-10-01,Comm,0.10342666666666667,0.24498999999999999,5
2021-10-04,Comm,0.24498999999999999,0.018139999999999996,5
2021-10-05,Comm,0.018139999999999996,-0.004519999999999999,5
2021-10-06,Comm,-0.004519999999999999,0.13029666666666667,5
2021-10-07,Comm,0.13029666666666667,0.23674166666666668,5
2021-10-08,Comm,0.23674166666666668,0.0796,5
2021-10-11,Comm,0.0796,0.18658333333333332,5
2021-10-12,Comm,0.18658333333333332,0.27293,5
2021-10-13,Comm,0.27293,-0.01207666666666667,5
2021-10-14,Comm,-0.01207666666666667,-0.09812499999999999,5
2021-10-15,Comm,-0.09812499999999999,0.035234999999999975,5
2021-10-18,Comm,0.035234999999999975,0.26771,5
2021-10-19,Comm,0.26771,0.16258666666666668,5
2021-10-20,Comm,0.16258666666666668,0.21756666666666669,5
2021-10-21,Comm,0.21756666666666669,-0.012993571428571427,5
2021-10-22,Comm,-0.012993571428571427,0.23778833333333335,5
2021-10-25,Comm,0.23778833333333335,0.41015100000000004,5
2021-10-26,Comm,0.41015100000000004,0.2707571428571428,5
2021-10-27,Comm,0.2707571428571428,0.3082971428571428,5
2021-10-28,Comm,0.3082971428571428,0.1860133333333333,5
2021-10-29,Comm,0.1860133333333333,0.18426,5
2021-11-01,Comm,0.18426,0.14720500000000003,5
2021-11-02,Comm,0.14720500000000003,0.218895,5
2021-11-03,Comm,0.218895,0.11275550000000001,5
2021-11-04,Comm,0.11275550000000001,0.13950533333333334,5
2021-11-05,Comm,0.13950533333333334,0.18048666666666666,5
2021-11-08,Comm,0.18048666666666666,-0.15794666666666668,5
2021-11-09,Comm,-0.15794666666666668,-0.01454000000000002,5
2021-11-10,Comm,-0.01454000000000002,-0.18147333333333332,5
2021-11-11,Comm,-0.18147333333333332,-0.014333333333333347,5
2021-11-12,Comm,-0.014333333333333347,0.058373333333333347,5
2021-11-15,Comm,0.058373333333333347,0.129412,5
2021-11-16,Comm,0.129412,0.0203,5
2021-11-17,Comm,0.0203,-0.0023999999999999994,5
2021-11-18,Comm,-0.0023999999999999994,0.09115,5
2021-11-19,Comm,0.09115,0.04325,5
